Ticker,Year,Life_Cycle_Stage,Operating_CF,Investing_CF,Financing_CF
NTAP,2020,Shake-out,1060000000.0,1269000000.0,-1960000000.0
NTAP,2021,Shake-out,1333000000.0,21000000.0,444000000.0
NTAP,2022,Maturity,1211000000.0,-561000000.0,-1017000000.0
NTAP,2023,Maturity,1107000000.0,-1390000000.0,-1513000000.0
NTAP,2024,Maturity,1685000000.0,-735000000.0,-1344000000.0
NTNX,2020,Decline,-159885000.0,24559000.0,57797000.0
NTNX,2021,Introduction,-99810000.0,-597153000.0,663845000.0
NTNX,2022,Growth,67543000.0,-54189000.0,103635000.0
NTNX,2023,Maturity,272403000.0,-49785000.0,-112709000.0
NTNX,2024,Shake-out,672931000.0,529589000.0,-1062629000.0
CYBR,2020,Data Missing,,,
CYBR,2021,Data Missing,,,
CYBR,2022,Data Missing,,,
CYBR,2023,Data Missing,,,
CYBR,2024,Data Missing,,,
GRAB,2020,Data Missing,,,
GRAB,2021,Data Missing,,,
GRAB,2022,Data Missing,,,
GRAB,2023,Data Missing,,,
GRAB,2024,Data Missing,,,
KSPI,2020,Data Missing,,,
KSPI,2021,Data Missing,,,
KSPI,2022,Data Missing,,,
KSPI,2023,Data Missing,,,
KSPI,2024,Data Missing,,,
GWRE,2020,Growth,113066000.0,-5801000.0,4955000.0
GWRE,2021,Shake-out,111587000.0,64191000.0,-159387000.0
GWRE,2022,Decline,-37940000.0,312212000.0,-37335000.0
GWRE,2023,Shake-out,38395000.0,12712000.0,-261579000.0
GWRE,2024,Growth,195748000.0,-52359000.0,1055000.0
DOCU,2020,Maturity,115696000.0,-321489000.0,-70455000.0
DOCU,2021,Shake-out,296954000.0,81229000.0,-58976000.0
DOCU,2022,Maturity,506467000.0,-162909000.0,-394621000.0
DOCU,2023,Maturity,506759000.0,-191197000.0,-98256000.0
DOCU,2024,Shake-out,979526000.0,44612000.0,-946039000.0
STX,2020,Maturity,1714000000.0,-635000000.0,-1605000000.0
STX,2021,Maturity,1626000000.0,-466000000.0,-1673000000.0
STX,2022,Maturity,1657000000.0,-352000000.0,-1899000000.0
STX,2023,Shake-out,942000000.0,217000000.0,-988000000.0
STX,2024,Shake-out,918000000.0,126000000.0,-473000000.0
FFIV,2020,Growth,660898000.0,-747002000.0,337243000.0
FFIV,2021,Maturity,645196000.0,-445335000.0,-468280000.0
FFIV,2022,Shake-out,442631000.0,218116000.0,-476508000.0
FFIV,2023,Shake-out,653409000.0,36393000.0,-653299000.0
FFIV,2024,Maturity,792419000.0,-59214000.0,-457002000.0
GEN,2020,Decline,-861000000.0,11379000000.0,-10123000000.0
GEN,2021,Maturity,706000000.0,-69000000.0,-1903000000.0
GEN,2022,Shake-out,974000000.0,326000000.0,-333000000.0
GEN,2023,Growth,757000000.0,-6547000000.0,4681000000.0
GEN,2024,Shake-out,2064000000.0,2000000.0,-1961000000.0
ON,2020,Maturity,884300000.0,-453600000.0,-244000000.0
ON,2021,Maturity,1782000000.0,-915100000.0,-569400000.0
ON,2022,Maturity,2633100000.0,-705400000.0,-370000000.0
ON,2023,Maturity,1977500000.0,-1737900000.0,-686500000.0
ON,2024,Maturity,1906400000.0,-1009800000.0,-683800000.0
DUOL,2020,Growth,17708000.0,-4014000.0,46953000.0
DUOL,2021,Growth,9170000.0,-6206000.0,430468000.0
DUOL,2022,Growth,53656000.0,-14174000.0,14776000.0
DUOL,2023,Growth,153614000.0,-13584000.0,2135000.0
DUOL,2024,Maturity,285513000.0,-217330000.0,-30002000.0
TRMB,2020,Maturity,585000000.0,-275300000.0,-292600000.0
TRMB,2021,Maturity,750500000.0,-203500000.0,-447700000.0
TRMB,2022,Maturity,391200000.0,-226300000.0,-199000000.0
TRMB,2023,Growth,597100000.0,-2068100000.0,1431500000.0
TRMB,2024,Data Missing,,,
JBL,2020,Maturity,1257000000.0,-921000000.0,-65000000.0
JBL,2021,Maturity,1433000000.0,-851000000.0,-413000000.0
JBL,2022,Maturity,1651000000.0,-858000000.0,-888000000.0
JBL,2023,Maturity,1734000000.0,-723000000.0,-680000000.0
JBL,2024,Shake-out,1716000000.0,1351000000.0,-2668000000.0
FSLR,2020,Maturity,37120000.0,-131227000.0,-82587000.0
FSLR,2021,Growth,237559000.0,-99040000.0,40550000.0
FSLR,2022,Growth,873369000.0,-1192574000.0,309392000.0
FSLR,2023,Growth,602260000.0,-472791000.0,336853000.0
FSLR,2024,Growth,1217999000.0,-1563307000.0,24849000.0
PSTG,2020,Growth,189574000.0,-324711000.0,49246000.0
PSTG,2021,Growth,187641000.0,-418109000.0,200237000.0
PSTG,2022,Maturity,410127000.0,-153283000.0,-127792000.0
PSTG,2023,Maturity,767234000.0,-221413000.0,-431166000.0
PSTG,2024,Shake-out,677722000.0,3246000.0,-560235000.0
TWLO,2020,Growth,32654000.0,-845855000.0,1493311000.0
TWLO,2021,Introduction,-58192000.0,-2489996000.0,3096325000.0
TWLO,2022,Introduction,-254368000.0,-616452000.0,45007000.0
TWLO,2023,Shake-out,414752000.0,228603000.0,-643610000.0
TWLO,2024,Shake-out,716241000.0,1370837000.0,-2311572000.0
BSY,2020,Maturity,258340000.0,-117333000.0,-136511000.0
BSY,2021,Growth,288024000.0,-1056603000.0,982582000.0
BSY,2022,Growth,274324000.0,-770127000.0,243034000.0
BSY,2023,Maturity,416696000.0,-60504000.0,-359074000.0
BSY,2024,Maturity,435292000.0,-143267000.0,-289850000.0
AFRM,2020,Introduction,-71302000.0,-253073000.0,294732000.0
AFRM,2021,Introduction,-193130000.0,-1022033000.0,2577830000.0
AFRM,2022,Introduction,-162194000.0,-2011338000.0,2037119000.0
AFRM,2023,Growth,12181000.0,-1653070000.0,1349945000.0
AFRM,2024,Growth,450138000.0,-1325149000.0,913149000.0
DT,2020,Introduction,-142455000.0,-20613000.0,329392000.0
DT,2021,Maturity,220436000.0,-13879000.0,-97802000.0
DT,2022,Maturity,250917000.0,-30890000.0,-80664000.0
DT,2023,Maturity,354885000.0,-21540000.0,-232344000.0
DT,2024,Growth,378109000.0,-193048000.0,50663000.0
MDB,2020,Introduction,-29540000.0,-1645000.0,589238000.0
MDB,2021,Introduction,-42673000.0,-262656000.0,27581000.0
MDB,2022,Growth,6980000.0,-852142000.0,890892000.0
MDB,2023,Introduction,-12970000.0,-33308000.0,30200000.0
MDB,2024,Shake-out,121477000.0,188019000.0,38241000.0
MNDY,2020,Data Missing,,,
MNDY,2021,Data Missing,,,
MNDY,2022,Data Missing,,,
MNDY,2023,Data Missing,,,
MNDY,2024,Data Missing,,,
JKHY,2020,Maturity,510532000.0,-197906000.0,-192909000.0
JKHY,2021,Maturity,462129000.0,-162250000.0,-462232000.0
JKHY,2022,Maturity,504631000.0,-196344000.0,-310492000.0
JKHY,2023,Maturity,381559000.0,-409673000.0,-8430000.0
JKHY,2024,Maturity,568041000.0,-240165000.0,-301835000.0
WDC,2020,Shake-out,824000000.0,278000000.0,-1508000000.0
WDC,2021,Maturity,1898000000.0,-765000000.0,-817000000.0
WDC,2022,Maturity,1880000000.0,-1192000000.0,-1718000000.0
WDC,2023,Introduction,-408000000.0,-762000000.0,875000000.0
WDC,2024,Introduction,-294000000.0,-27000000.0,187000000.0
PAYC,2020,Maturity,227207000.0,-117877000.0,-165909000.0
PAYC,2021,Growth,319362000.0,-257670000.0,165724000.0
PAYC,2022,Growth,365100000.0,-23300000.0,254600000.0
PAYC,2023,Maturity,485000000.0,-196700000.0,-274600000.0
PAYC,2024,Growth,533900000.0,-22200000.0,1108300000.0
FLEX,2020,Decline,-1533000000.0,2279000000.0,-508000000.0
FLEX,2021,Growth,144000000.0,-202000000.0,743000000.0
FLEX,2022,Growth,1024000000.0,-951000000.0,280000000.0
FLEX,2023,Growth,950000000.0,-604000000.0,2000000.0
FLEX,2024,Maturity,1326000000.0,-492000000.0,-1656000000.0
TER,2020,Maturity,868935000.0,-569794000.0,-158286000.0
TER,2021,Shake-out,1098366000.0,120361000.0,-1008584000.0
TER,2022,Shake-out,577923000.0,43751000.0,-892989000.0
TER,2023,Maturity,585231000.0,-179645000.0,-501912000.0
TER,2024,Maturity,672176000.0,-622342000.0,-251767000.0
RBRK,2020,Data Missing,,,
RBRK,2021,Data Missing,,,
RBRK,2022,Data Missing,,,
RBRK,2023,Data Missing,,,
RBRK,2024,Data Missing,,,
ZBRA,2020,Maturity,962000000.0,-641000000.0,-157000000.0
ZBRA,2021,Maturity,1069000000.0,-546000000.0,-371000000.0
ZBRA,2022,Growth,488000000.0,-968000000.0,253000000.0
ZBRA,2023,Introduction,-4000000.0,-92000000.0,117000000.0
ZBRA,2024,Maturity,1013000000.0,-57000000.0,-190000000.0
JNPR,2020,Maturity,612000000.0,-288900000.0,-222400000.0
JNPR,2021,Shake-out,689700000.0,13800000.0,-1131700000.0
JNPR,2022,Shake-out,97600000.0,407500000.0,-528400000.0
JNPR,2023,Maturity,872800000.0,-67600000.0,-618800000.0
JNPR,2024,Maturity,788100000.0,-390300000.0,-232700000.0
AKAM,2020,Maturity,1215000000.0,-1042974000.0,-223641000.0
AKAM,2021,Maturity,1404563000.0,-646899000.0,-562003000.0
AKAM,2022,Maturity,1274676000.0,-622310000.0,-634177000.0
AKAM,2023,Growth,1348439000.0,-1848238000.0,443379000.0
AKAM,2024,Maturity,1519171000.0,-798679000.0,-679635000.0
LOGI,2020,Maturity,425000000.0,-130234000.0,-176656000.0
LOGI,2021,Maturity,1458638000.0,-119982000.0,-299929000.0
LOGI,2022,Maturity,298318000.0,-107863000.0,-606819000.0
LOGI,2023,Maturity,534010000.0,-105730000.0,-583353000.0
LOGI,2024,Maturity,1145116000.0,-70335000.0,-690173000.0
ENTG,2020,Growth,446674000.0,-243326000.0,22149000.0
ENTG,2021,Maturity,400454000.0,-298118000.0,-276497000.0
ENTG,2022,Growth,363129000.0,-4945709000.0,4755357000.0
ENTG,2023,Shake-out,644476000.0,553071000.0,-1297543000.0
ENTG,2024,Maturity,631721000.0,-67079000.0,-688987000.0
YMM,2020,Data Missing,,,
YMM,2021,Data Missing,,,
YMM,2022,Data Missing,,,
YMM,2023,Data Missing,,,
YMM,2024,Data Missing,,,
AUR,2020,Decline,-192000000.0,343000000.0,2000000.0
AUR,2021,Decline,-564000000.0,250000000.0,1540000000.0
AUR,2022,Introduction,-508000000.0,-852000000.0,11000000.0
AUR,2023,Decline,-598000000.0,8000000.0,831000000.0
AUR,2024,Introduction,-611000000.0,-172000000.0,492000000.0
PCTY,2020,Growth,112655000.0,-48757000.0,2092000.0
PCTY,2021,Shake-out,124850000.0,48420000.0,280478000.0
PCTY,2022,Growth,155053000.0,-479774000.0,2172293000.0
PCTY,2023,Maturity,282723000.0,-220162000.0,-1434702000.0
PCTY,2024,Growth,384670000.0,-101891000.0,141578000.0
TTAN,2020,Data Missing,,,
TTAN,2021,Data Missing,,,
TTAN,2022,Data Missing,,,
TTAN,2023,Introduction,-120748000.0,-681182000.0,889033000.0
TTAN,2024,Introduction,-39702000.0,-40347000.0,24269000.0
MANH,2020,Maturity,140885000.0,-2730000.0,-43561000.0
MANH,2021,Maturity,185183000.0,-4016000.0,-120418000.0
MANH,2022,Maturity,179630000.0,-6587000.0,-204460000.0
MANH,2023,Maturity,246218000.0,-4730000.0,-196047000.0
MANH,2024,Maturity,295003000.0,-8675000.0,-286366000.0
NICE,2020,Data Missing,,,
NICE,2021,Data Missing,,,
NICE,2022,Data Missing,,,
NICE,2023,Data Missing,,,
NICE,2024,Data Missing,,,
ALAB,2020,Data Missing,,,
ALAB,2021,Data Missing,,,
ALAB,2022,Introduction,-35898000.0,-90590000.0,151668000.0
ALAB,2023,Shake-out,-12716000.0,-17772000.0,-502000.0
ALAB,2024,Growth,136676000.0,-757568000.0,655838000.0
DOX,2020,Data Missing,,,
DOX,2021,Data Missing,,,
DOX,2022,Data Missing,,,
DOX,2023,Data Missing,,,
DOX,2024,Data Missing,,,
CACI,2020,Maturity,518705000.0,-178529000.0,-303394000.0
CACI,2021,Maturity,592215000.0,-426646000.0,-190596000.0
CACI,2022,Maturity,745554000.0,-689149000.0,-21209000.0
CACI,2023,Maturity,388056000.0,-75717000.0,-316108000.0
CACI,2024,Maturity,497331000.0,-151952000.0,-326895000.0
CLS,2020,Data Missing,,,
CLS,2021,Data Missing,,,
CLS,2022,Maturity,211100000.0,-108900000.0,-121700000.0
CLS,2023,Maturity,326200000.0,-122400000.0,-207900000.0
CLS,2024,Maturity,473900000.0,-212500000.0,-208500000.0
SWKS,2020,Maturity,1204500000.0,-581400000.0,-907700000.0
SWKS,2021,Growth,1772000000.0,-3133200000.0,1677400000.0
SWKS,2022,Maturity,1424600000.0,-378900000.0,-1362600000.0
SWKS,2023,Maturity,1856400000.0,-224400000.0,-1479200000.0
SWKS,2024,Maturity,1824700000.0,-355900000.0,-819000000.0
PCOR,2020,Growth,21853000.0,-33511000.0,272117000.0
PCOR,2021,Growth,36730000.0,-541768000.0,711826000.0
PCOR,2022,Growth,12608000.0,-340476000.0,38652000.0
PCOR,2023,Growth,92015000.0,-76061000.0,41165000.0
PCOR,2024,Growth,196172000.0,-150109000.0,36236000.0
WIX,2020,Data Missing,,,
WIX,2021,Data Missing,,,
WIX,2022,Data Missing,,,
WIX,2023,Data Missing,,,
WIX,2024,Data Missing,,,
DAY,2020,Decline,-30200000.0,38800000.0,565300000.0
DAY,2021,Growth,48800000.0,-711100000.0,491900000.0
DAY,2022,Growth,132600000.0,-342500000.0,764600000.0
DAY,2023,Growth,219500000.0,-202800000.0,242000000.0
DAY,2024,Growth,281100000.0,-471900000.0,59600000.0
COHR,2020,Growth,297292000.0,-1179290000.0,1173625000.0
COHR,2021,Growth,574353000.0,-172957000.0,675727000.0
COHR,2022,Growth,413332000.0,-320082000.0,862953000.0
COHR,2023,Growth,634025000.0,-5928626000.0,3554019000.0
COHR,2024,Growth,545731000.0,-350713000.0,758272000.0
DSGX,2020,Data Missing,,,
DSGX,2021,Data Missing,,,
DSGX,2022,Data Missing,,,
DSGX,2023,Data Missing,,,
DSGX,2024,Data Missing,,,
SNX,2020,Maturity,1834366000.0,-209495000.0,-291696000.0
SNX,2021,Maturity,809787000.0,-952348000.0,-392620000.0
SNX,2022,Shake-out,-49604000.0,-115508000.0,-275591000.0
SNX,2023,Maturity,1407373000.0,-156411000.0,-785880000.0
SNX,2024,Maturity,1217724000.0,-193838000.0,-953100000.0
EPAM,2020,Maturity,544407000.0,-167154000.0,-765000.0
EPAM,2021,Maturity,572327000.0,-368924000.0,-59557000.0
EPAM,2022,Maturity,464104000.0,-182927000.0,-2021000.0
EPAM,2023,Maturity,562634000.0,-66768000.0,-165773000.0
EPAM,2024,Maturity,559168000.0,-884980000.0,-390407000.0
CIEN,2020,Maturity,493654000.0,-220242000.0,-87222000.0
CIEN,2021,Maturity,541646000.0,-90717000.0,-116835000.0
CIEN,2022,Shake-out,-167756000.0,-101248000.0,-133055000.0
CIEN,2023,Growth,168332000.0,-383454000.0,229380000.0
CIEN,2024,Maturity,514532000.0,-306477000.0,-285061000.0
G,2020,Maturity,584308000.0,-266397000.0,-92011000.0
G,2021,Maturity,694281000.0,-122747000.0,-332883000.0
G,2022,Maturity,443670000.0,-36593000.0,-571402000.0
G,2023,Maturity,490812000.0,-78944000.0,-482996000.0
G,2024,Maturity,615424000.0,-105959000.0,-424848000.0
ESTC,2020,Introduction,-30564000.0,-29187000.0,58539000.0
ESTC,2021,Growth,22545000.0,-1518000.0,77258000.0
ESTC,2022,Growth,5672000.0,-127271000.0,602127000.0
ESTC,2023,Growth,35662000.0,-272952000.0,17471000.0
ESTC,2024,Growth,148762000.0,-287960000.0,40054000.0
DBX,2020,Maturity,570800000.0,-233600000.0,-577700000.0
DBX,2021,Growth,729800000.0,-524800000.0,16200000.0
DBX,2022,Maturity,797300000.0,-48500000.0,-1041800000.0
DBX,2023,Shake-out,783700000.0,395200000.0,-799200000.0
DBX,2024,Shake-out,894100000.0,443800000.0,-586600000.0
APPF,2020,Shake-out,48299000.0,146511000.0,-70358000.0
APPF,2021,Maturity,35391000.0,-110459000.0,-7348000.0
APPF,2022,Maturity,25365000.0,-6466000.0,-6163000.0
APPF,2023,Maturity,60283000.0,-55582000.0,-25961000.0
APPF,2024,Maturity,188159000.0,-151761000.0,-43403000.0
U,2020,Growth,19913000.0,-575190000.0,1701455000.0
U,2021,Introduction,-111449000.0,-1837360000.0,1721002000.0
U,2022,Decline,-59431000.0,723228000.0,-226634000.0
U,2023,Shake-out,234700000.0,44040000.0,-174015000.0
U,2024,Maturity,315553000.0,-42409000.0,-338307000.0
EXLS,2020,Maturity,202973000.0,-18316000.0,-89564000.0
EXLS,2021,Maturity,184387000.0,-114270000.0,-146879000.0
EXLS,2022,Maturity,166141000.0,-96546000.0,-81724000.0
EXLS,2023,Maturity,211198000.0,-11997000.0,-181450000.0
EXLS,2024,Maturity,268525000.0,-119099000.0,-119101000.0
MTSI,2020,Maturity,171397000.0,-107195000.0,-10716000.0
MTSI,2021,Maturity,148412000.0,-2583000.0,-119095000.0
MTSI,2022,Maturity,176982000.0,-182861000.0,-28908000.0
MTSI,2023,Shake-out,166917000.0,36341000.0,-149020000.0
MTSI,2024,Maturity,162640000.0,-181133000.0,-9064000.0
ASTS,2020,Introduction,-22807000.0,-30404000.0,69663000.0
ASTS,2021,Introduction,-80095000.0,-54792000.0,416941000.0
ASTS,2022,Introduction,-156464000.0,-31352000.0,102340000.0
ASTS,2023,Introduction,-148942000.0,-118807000.0,116732000.0
ASTS,2024,Introduction,-126143000.0,-174127000.0,779967000.0
KVYO,2020,Data Missing,,,
KVYO,2021,Introduction,-22738000.0,-14232000.0,211262000.0
KVYO,2022,Introduction,-23552000.0,-18745000.0,101300000.0
KVYO,2023,Growth,119371000.0,-9358000.0,242728000.0
KVYO,2024,Maturity,165955000.0,-17226000.0,-5799000.0
CFLT,2020,Introduction,-82057000.0,-176859000.0,276758000.0
CFLT,2021,Introduction,-105060000.0,-400583000.0,1844514000.0
CFLT,2022,Introduction,-157333000.0,-865805000.0,82241000.0
CFLT,2023,Introduction,-103657000.0,-84851000.0,102372000.0
CFLT,2024,Growth,33460000.0,-74978000.0,79806000.0
GTLB,2020,Introduction,-60166000.0,0.0,271265000.0
GTLB,2021,Introduction,-73580000.0,-842000.0,12945000.0
GTLB,2022,Introduction,-49814000.0,-53895000.0,701185000.0
GTLB,2023,Introduction,-77408000.0,-605686000.0,97482000.0
GTLB,2024,Growth,35040000.0,-86238000.0,45235000.0
KD,2020,Growth,628000000.0,-953000000.0,312000000.0
KD,2021,Introduction,-119000000.0,-572000000.0,2915000000.0
KD,2022,Maturity,189000000.0,-225000000.0,-43000000.0
KD,2023,Maturity,781000000.0,-835000000.0,-141000000.0
KD,2024,Maturity,454000000.0,-553000000.0,-170000000.0
ENPH,2020,Growth,216334000.0,-25568000.0,191678000.0
ENPH,2021,Growth,352028000.0,-1219547000.0,309411000.0
ENPH,2022,Maturity,744817000.0,-371906000.0,-17126000.0
ENPH,2023,Maturity,696780000.0,-366355000.0,-516774000.0
ENPH,2024,Shake-out,513693000.0,128267000.0,-460269000.0
FOUR,2020,Growth,4000000.0,-82700000.0,1002800000.0
FOUR,2021,Growth,3000000.0,-170500000.0,471200000.0
FOUR,2022,Maturity,275400000.0,-516800000.0,-214600000.0
FOUR,2023,Maturity,346000000.0,-301900000.0,-109900000.0
FOUR,2024,Growth,500300000.0,-691100000.0,929200000.0
FN,2020,Maturity,150660000.0,-71248000.0,-35305000.0
FN,2021,Maturity,122157000.0,-8934000.0,-42754000.0
FN,2022,Maturity,124246000.0,-135543000.0,-92934000.0
FN,2023,Maturity,213310000.0,-98717000.0,-80984000.0
FN,2024,Maturity,413146000.0,-169751000.0,-64853000.0
PSN,2020,Growth,289161000.0,-346369000.0,348226000.0
PSN,2021,Maturity,205574000.0,-240907000.0,-106503000.0
PSN,2022,Growth,237526000.0,-417468000.0,100368000.0
PSN,2023,Maturity,407699000.0,-375970000.0,-21871000.0
PSN,2024,Growth,523606000.0,-556715000.0,218749000.0
CVLT,2020,Maturity,88464000.0,-74005000.0,-39403000.0
CVLT,2021,Shake-out,123955000.0,35469000.0,-74738000.0
CVLT,2022,Maturity,177180000.0,-24444000.0,-276088000.0
CVLT,2023,Maturity,170288000.0,-5286000.0,-135579000.0
CVLT,2024,Maturity,203798000.0,-5521000.0,-170581000.0
CRDO,2020,Introduction,-10253000.0,-8832000.0,61206000.0
CRDO,2021,Introduction,-42361000.0,-6056000.0,77888000.0
CRDO,2022,Introduction,-30832000.0,-17580000.0,204181000.0
CRDO,2023,Introduction,-24615000.0,-130941000.0,4885000.0
CRDO,2024,Growth,32737000.0,-249485000.0,175276000.0
OTEX,2020,Growth,954536000.0,-1469417000.0,1268779000.0
OTEX,2021,Maturity,876120000.0,-68770000.0,-924547000.0
OTEX,2022,Growth,981810000.0,-970959000.0,138456000.0
OTEX,2023,Growth,779205000.0,-5651420000.0,4403053000.0
OTEX,2024,Shake-out,967691000.0,2055317000.0,-2961904000.0
SATS,2020,Maturity,534388000.0,-1142455000.0,-15620000.0
SATS,2021,Growth,4655373000.0,-4246723000.0,3515004000.0
SATS,2022,Maturity,3621190000.0,-9059575000.0,-274449000.0
SATS,2023,Maturity,2432647000.0,-2808732000.0,-277121000.0
SATS,2024,Growth,1252697000.0,-3048350000.0,4483577000.0
VERX,2020,Growth,59543000.0,-44375000.0,213632000.0
VERX,2021,Maturity,90289000.0,-294778000.0,-9099000.0
VERX,2022,Growth,63848000.0,-72048000.0,17094000.0
VERX,2023,Maturity,74332000.0,-66171000.0,-26482000.0
VERX,2024,Growth,164821000.0,-158151000.0,231257000.0
PEGA,2020,Introduction,-563000.0,-321683000.0,423448000.0
PEGA,2021,Shake-out,39118000.0,72503000.0,-121843000.0
PEGA,2022,Shake-out,22336000.0,13075000.0,-46989000.0
PEGA,2023,Maturity,217785000.0,-50750000.0,-81963000.0
PEGA,2024,Maturity,345926000.0,-202576000.0,-30214000.0
LSCC,2020,Data Missing,,,
LSCC,2021,Maturity,91687000.0,-20868000.0,-8101000.0
LSCC,2022,Maturity,238806000.0,-34932000.0,-188072000.0
LSCC,2023,Maturity,269588000.0,-33250000.0,-253717000.0
LSCC,2024,Maturity,140876000.0,-37693000.0,-94460000.0
QXO,2020,Shake-out,1729091.0,839808.0,-4631884.0
QXO,2021,Growth,226034.0,-510464.0,503131.0
QXO,2022,Maturity,2038392.0,-188742.0,-655134.0
QXO,2023,Maturity,584000.0,-400000.0,-2050000.0
QXO,2024,Growth,84883000.0,-102000.0,4981080000.0
IONQ,2020,Introduction,-344796.0,-300000000.0,301914535.0
IONQ,2021,Introduction,-26537000.0,-213785000.0,603227000.0
IONQ,2022,Introduction,-44698000.0,-309056000.0,1096000.0
IONQ,2023,Decline,-78811000.0,68766000.0,1761000.0
IONQ,2024,Decline,-105683000.0,82730000.0,41687000.0
ONTO,2020,Shake-out,105984000.0,48599000.0,-53702000.0
ONTO,2021,Data Missing,,,
ONTO,2022,Maturity,136703000.0,-55691000.0,-68350000.0
ONTO,2023,Maturity,171973000.0,-103387000.0,-9475000.0
ONTO,2024,Maturity,245676000.0,-226547000.0,-35673000.0
NXT,2020,Data Missing,,,
NXT,2021,Growth,94273000.0,-2963000.0,96329000.0
NXT,2022,Shake-out,-147113000.0,-5750000.0,-8656000.0
NXT,2023,Maturity,107669000.0,-3159000.0,-3572000.0
NXT,2024,Maturity,428973000.0,-6660000.0,-78267000.0
CWAN,2020,Introduction,-6486000.0,-3806000.0,51041000.0
CWAN,2021,Growth,3358000.0,-5025000.0,195288000.0
CWAN,2022,Growth,58005000.0,-76551000.0,16229000.0
CWAN,2023,Maturity,84602000.0,-95055000.0,-19291000.0
CWAN,2024,Maturity,74321000.0,-55648000.0,-61668000.0
PATH,2020,Introduction,-359436000.0,-39506000.0,457765000.0
PATH,2021,Growth,29177000.0,-125991000.0,250418000.0
PATH,2022,Introduction,-54963000.0,-35442000.0,1469673000.0
PATH,2023,Shake-out,-9981000.0,-289143000.0,-60669000.0
PATH,2024,Maturity,299082000.0,-439569000.0,-196895000.0
CCCS,2020,Introduction,-11800.0,-690000000.0,690616809.0
CCCS,2021,Maturity,127335000.0,-48598000.0,-58440000.0
CCCS,2022,Growth,199907000.0,-76292000.0,17875000.0
CCCS,2023,Maturity,250033000.0,-55032000.0,-323026000.0
CCCS,2024,Maturity,283886000.0,-53012000.0,-27294000.0
S,2020,Introduction,-44424000.0,-3187000.0,52770000.0
S,2021,Introduction,-66570000.0,-6265000.0,423978000.0
S,2022,Introduction,-95588000.0,-19743000.0,1387124000.0
S,2023,Introduction,-193287000.0,-1312666000.0,36308000.0
S,2024,Decline,-68374000.0,140590000.0,47464000.0
SAIC,2020,Maturity,458000000.0,-47000000.0,-455000000.0
SAIC,2021,Growth,755000000.0,-1231000000.0,464000000.0
SAIC,2022,Maturity,518000000.0,-292000000.0,-301000000.0
SAIC,2023,Maturity,532000000.0,-36000000.0,-493000000.0
SAIC,2024,Shake-out,396000000.0,314000000.0,-725000000.0
OLED,2020,Shake-out,148792000.0,391256000.0,-41663000.0
OLED,2021,Maturity,191105000.0,-457751000.0,-51373000.0
OLED,2022,Maturity,126815000.0,-280743000.0,-64635000.0
OLED,2023,Maturity,154777000.0,-83293000.0,-72929000.0
OLED,2024,Maturity,253740000.0,-164410000.0,-82335000.0
ACIW,2020,Maturity,314895000.0,-30699000.0,-159889000.0
ACIW,2021,Maturity,220473000.0,-45368000.0,-256878000.0
ACIW,2022,Shake-out,143381000.0,60246000.0,-171060000.0
ACIW,2023,Maturity,168517000.0,-37777000.0,-111552000.0
ACIW,2024,Maturity,358748000.0,-45051000.0,-288197000.0
BMI,2020,Maturity,89578000.0,-38193000.0,-27819000.0
BMI,2021,Maturity,87510000.0,-51423000.0,-20507000.0
BMI,2022,Maturity,82451000.0,-5891000.0,-24605000.0
BMI,2023,Maturity,110117000.0,-29130000.0,-28085000.0
BMI,2024,Maturity,155034000.0,-15818000.0,-35096000.0
QRVO,2020,Growth,945646000.0,-1105742000.0,165559000.0
QRVO,2021,Maturity,1301853000.0,-218658000.0,-401923000.0
QRVO,2022,Maturity,1049243000.0,-595956000.0,-875510000.0
QRVO,2023,Maturity,843231000.0,-153409000.0,-853353000.0
QRVO,2024,Maturity,833189000.0,-136470000.0,-459574000.0
NVMI,2020,Data Missing,,,
NVMI,2021,Data Missing,,,
NVMI,2022,Data Missing,,,
NVMI,2023,Data Missing,,,
NVMI,2024,Data Missing,,,
INFA,2020,Growth,167754000.0,-52511000.0,70290000.0
INFA,2021,Maturity,228683000.0,-32413000.0,-86367000.0
INFA,2022,Growth,200057000.0,-185957000.0,38801000.0
INFA,2023,Growth,266347000.0,-55875000.0,21368000.0
INFA,2024,Maturity,409850000.0,-70710000.0,-146214000.0
ARW,2020,Maturity,1359843000.0,-138794000.0,-1227097000.0
ARW,2021,Maturity,418983000.0,-60118000.0,-463304000.0
ARW,2022,Introduction,-33077000.0,-57711000.0,109782000.0
ARW,2023,Maturity,705449000.0,-72323000.0,-666222000.0
ARW,2024,Maturity,1130413000.0,-94442000.0,-956827000.0
IDCC,2020,Maturity,163467000.0,-310046000.0,-132856000.0
IDCC,2021,Shake-out,130392000.0,179639000.0,-74470000.0
IDCC,2022,Growth,286039000.0,-314706000.0,18604000.0
IDCC,2023,Maturity,213733000.0,-85170000.0,-388763000.0
IDCC,2024,Shake-out,271528000.0,109451000.0,-272393000.0
RMBS,2020,Maturity,185459000.0,-97573000.0,-61186000.0
RMBS,2021,Maturity,209217000.0,-115655000.0,-114209000.0
RMBS,2022,Shake-out,230393000.0,151979000.0,-362935000.0
RMBS,2023,Maturity,195786000.0,-57396000.0,-169623000.0
RMBS,2024,Maturity,230599000.0,-56724000.0,-167987000.0
