Ticker,Year,Market_Capitalization,Total_Debt,Cash_Equivalents,Enterprise_Value
PLXS,2022,2952880939.763387,,274805000.0,
PLXS,2023,2925828284.353256,,256233000.0,
PLXS,2024,4466663100.0,,345109000.0,
STNE,2020,,,,
STNE,2021,,,,
STNE,2022,,,,
STNE,2023,,,,
STNE,2024,,,,
SOUN,2020,,,,
SOUN,2021,,,,
SOUN,2022,231172579.2372869,,9245000.0,
SOUN,2023,422089967.1122943,102611000.0,95260000.0,429440967.1122943
SOUN,2024,,,,
OSIS,2020,1654655281.2961707,524824000.0,76102000.0,2103377281.2961707
OSIS,2021,1648132316.3419864,543493000.0,80613000.0,2111012316.3419867
OSIS,2022,1436943613.3907645,325089000.0,64202000.0,1697830613.3907645
OSIS,2023,2131120532.5222769,185159000.0,76750000.0,2239529532.522277
OSIS,2024,3031476119.61294,265874000.0,95353000.0,3201997119.61294
SITM,2020,1690209744.1656928,,,
SITM,2021,5421302003.033957,,,
SITM,2022,2185543525.1573834,,,
SITM,2023,2631409929.5814514,,,
SITM,2024,5372214905.971527,,,
SWI,2020,5388687149.028599,3776078000.0,370498000.0,8794267149.028599
SWI,2021,2080876144.0413768,3753441000.0,732116000.0,5102201144.041377
SWI,2022,1306065976.1344829,3063534000.0,121738000.0,4247861976.1344833
SWI,2023,1795629984.5871348,2383699000.0,284695000.0,3894633984.587135
SWI,2024,2429996519.06122,2385163000.0,251850000.0,4563309519.06122
CNXC,2020,,,,
CNXC,2021,8543797865.958078,1913379000.0,182038000.0,10275138865.958078
CNXC,2022,6199209509.69696,3026305000.0,145382000.0,9080132509.69696
CNXC,2023,5489785741.539001,7164000000.0,295336000.0,12358449741.539001
CNXC,2024,2807096465.795517,9672768000.0,240571000.0,12239293465.795517
KC,2020,,,,
KC,2021,,,,
KC,2022,,,,
KC,2023,,,,
KC,2024,,,,
BRZE,2020,,,,
BRZE,2021,,,,
BRZE,2022,,,478937000.0,
BRZE,2023,,,68587000.0,
BRZE,2024,,,68228000.0,
BL,2020,7311774704.968189,,367413000.0,
BL,2021,6075428702.868037,,539739000.0,
BL,2022,3976052405.421361,,200968000.0,
BL,2023,3766244062.420794,,271117000.0,
BL,2024,3924365610.381576,,885915000.0,
AVPT,2020,,,197628.0,
AVPT,2021,998051728.1821291,,268217000.0,
AVPT,2022,820449809.3341157,,227188000.0,
AVPT,2023,1530816573.312163,,223162000.0,
AVPT,2024,3423419189.230728,,290735000.0,
SLAB,2020,5395582477.612995,,202720000.0,
SLAB,2021,8264772470.975603,,1074623000.0,
SLAB,2022,4864218060.547964,,499915000.0,
SLAB,2023,3992724252.228928,,227504000.0,
SLAB,2024,3971154019.860268,,281607000.0,
BLKB,2020,,977793000.0,35750000.0,
BLKB,2021,,1455676000.0,55146000.0,
BLKB,2022,,1777724000.0,31691000.0,
BLKB,2023,4561552766.410661,1600646000.0,31251000.0,6130947766.410661
BLKB,2024,4034473148.996092,1811515000.0,67628000.0,5778360148.996092
WNS,2020,,,,
WNS,2021,,,,
WNS,2022,,,,
WNS,2023,,,,
WNS,2024,,,,
ST,2020,,6433632000.0,1861980000.0,
ST,2021,,7428693000.0,1708955000.0,
ST,2022,,8173874000.0,1225518000.0,
ST,2023,,7332916000.0,508104000.0,
ST,2024,,6550086000.0,593670000.0,
LPL,2020,,,,
LPL,2021,,,,
LPL,2022,,,,
LPL,2023,,,,
LPL,2024,,,,
ZETA,2020,,,,
ZETA,2021,,373306000.0,103859000.0,
ZETA,2022,,367566000.0,121110000.0,
ZETA,2023,,368100000.0,131732000.0,
ZETA,2024,,380435000.0,366157000.0,
NCNO,2020,,,,
NCNO,2021,,,,
NCNO,2022,2621822836.6487126,,88014000.0,
NCNO,2023,3443544964.925342,,82036000.0,
NCNO,2024,4114757009.3902793,,112085000.0,
LIF,2020,,,,
LIF,2021,,,,
LIF,2022,,,75444000.0,
LIF,2023,,,68964000.0,
LIF,2024,3213142532.6594505,,159238000.0,
ZI,2020,,1939500000.0,269800000.0,
ZI,2021,,1977800000.0,308300000.0,
ZI,2022,11804135546.549448,2468600000.0,418000000.0,13854735546.549448
ZI,2023,6789392080.8318,2462100000.0,447100000.0,8804392080.8318
ZI,2024,3933031334.7782936,2448200000.0,139900000.0,6241331334.778294
CAMT,2020,,,,
CAMT,2021,,,,
CAMT,2022,,,,
CAMT,2023,,,,
CAMT,2024,,,,
ALIT,2020,,,496471.0,
ALIT,2021,,6871000000.0,372000000.0,
ALIT,2022,,5622000000.0,250000000.0,
ALIT,2023,,5561000000.0,358000000.0,
ALIT,2024,,4769000000.0,343000000.0,
DXC,2020,,17360000000.0,3679000000.0,
DXC,2021,,15460000000.0,2968000000.0,
DXC,2022,,10477000000.0,2672000000.0,
DXC,2023,,9365000000.0,1858000000.0,
DXC,2024,,8489000000.0,1224000000.0,
AI,2020,,,,
AI,2021,113381407.34326825,,115355000.0,
AI,2022,,,339528000.0,
AI,2023,,,284829000.0,
AI,2024,,,167146000.0,
DOCN,2020,,,,
DOCN,2021,6197895244.57885,1704891000.0,1713387000.0,6189399244.57885
DOCN,2022,2803448587.440763,2932946000.0,140772000.0,5595622587.440763
DOCN,2023,3210377049.679425,2948068000.0,317236000.0,5841209049.679424
DOCN,2024,3415941759.7643847,2963164000.0,428446000.0,5950659759.764385
POWI,2020,4376549872.121175,,258874000.0,
POWI,2021,5278517513.683864,,158117000.0,
POWI,2022,4227055967.092242,,105372000.0,
POWI,2023,4577971302.646828,,63929000.0,
POWI,2024,3620758556.9381714,,50972000.0,
ASGN,2020,4406670771.898542,2065700000.0,274400000.0,6197970771.898542
ASGN,2021,6429676870.836531,2067300000.0,529600000.0,7967376870.836531
ASGN,2022,4220495649.7374034,2100500000.0,70300000.0,6250695649.737404
ASGN,2023,4501895430.183411,2103200000.0,175900000.0,6429195430.183411
ASGN,2024,3945030758.285522,2070100000.0,205200000.0,5809930758.285522
ALRM,2020,4283314909.341056,173000000.0,253459000.0,4202855909.341056
ALRM,2021,4017959707.549801,,710621000.0,
ALRM,2022,2473407664.7390103,,622165000.0,
ALRM,2023,2977776690.131609,,696983000.0,
ALRM,2024,3262461476.701314,,1220701000.0,
ALKT,2020,,,,
ALKT,2021,1007660933.8230191,47619000.0,308581000.0,746698933.8230191
ALKT,2022,1239835686.4698076,104445000.0,108720000.0,1235560686.4698076
ALKT,2023,2211114445.2010098,81392000.0,40927000.0,2251579445.2010098
ALKT,2024,3871990990.60844,,94359000.0,
PRGS,2020,1811610872.0402603,648262000.0,97990000.0,2361882872.0402603
PRGS,2021,2046912203.6474228,534527000.0,155406000.0,2426033203.647423
PRGS,2022,2192469032.407886,611845000.0,256277000.0,2548037032.407886
PRGS,2023,2350507707.8837814,710883000.0,126958000.0,2934432707.8837814
PRGS,2024,2951102378.5075955,,118077000.0,
RGTI,2020,,,,
RGTI,2021,,,,
RGTI,2022,50748303.85888828,8878000.0,57888000.0,1738303.8588882834
RGTI,2023,77647160.17758554,50996000.0,21392000.0,107251160.17758554
RGTI,2024,1800178501.9048796,22058000.0,67674000.0,1754562501.9048796
SMTC,2020,,,,
SMTC,2021,5700763195.339343,373938000.0,268891000.0,5805810195.339343
SMTC,2022,1842225385.8843057,350871000.0,279601000.0,1913495385.884306
SMTC,2023,1320129720.3874345,1468642000.0,235510000.0,2553261720.3874345
SMTC,2024,4150034332.472613,2668005000.0,128585000.0,6689454332.472612
CLVT,2020,13373650904.299292,5124111000.0,257730000.0,18240031904.299294
CLVT,2021,14573276300.582098,8973357000.0,430879000.0,23115754300.5821
CLVT,2022,5941857800.091092,,348800000.0,
CLVT,2023,5755436726.349592,,370700000.0,
CLVT,2024,3619434362.053871,,295200000.0,
CALX,2020,1654474940.593356,,80807000.0,
CALX,2021,4258522021.3786535,,51333000.0,
CALX,2022,4568020944.164822,,79073000.0,
CALX,2023,2744892174.9728203,,63409000.0,
CALX,2024,2282432622.5631714,,43162000.0,
PAYO,2020,,,,
PAYO,2021,982039606.6109664,40190000.0,465926000.0,556303606.6109664
PAYO,2022,1317334260.13937,29803000.0,543299000.0,803838260.13937
PAYO,2023,1290574911.2154486,34549000.0,617022000.0,708101911.2154486
PAYO,2024,3701095069.813858,,497467000.0,
ODD,2020,,,,
ODD,2021,,,,
ODD,2022,,,,
ODD,2023,,,,
ODD,2024,,,,
PAR,2020,1183855848.9255383,168258000.0,180686000.0,1171427848.9255383
PAR,2021,1304005062.4792657,411689000.0,188419000.0,1527275062.4792657
PAR,2022,638341991.7936985,695037000.0,70328000.0,1263050991.7936985
PAR,2023,1158066287.5463257,766839000.0,37369000.0,1887536287.5463257
PAR,2024,2557805858.7051644,746002000.0,108117000.0,3195690858.7051644
IPGP,2020,11418832445.192204,72125000.0,876231000.0,10614726445.192204
IPGP,2021,8939533420.928936,50188000.0,709105000.0,8280616420.928936
IPGP,2022,4688306233.354926,16031000.0,698209000.0,4006128233.354926
IPGP,2023,4930118397.713476,,514674000.0,
IPGP,2024,3395115686.4055023,,620040000.0,
VIAV,2020,3199217613.651639,,539000000.0,
VIAV,2021,3773617160.252162,,697800000.0,
VIAV,2022,2398309056.690761,,559900000.0,
VIAV,2023,2079167993.1640625,,506500000.0,
VIAV,2024,2322231011.0092163,,471300000.0,
EVTC,2020,2808887649.0067167,991988000.0,202649000.0,3598226649.0067167
EVTC,2021,3439339284.9900665,925826000.0,266351000.0,4098814284.9900665
EVTC,2022,2148972050.258028,834283000.0,197229000.0,2786026050.258028
EVTC,2023,2589270889.3231244,1336314000.0,295600000.0,3629984889.3231244
EVTC,2024,2254569754.896021,1871878000.0,273645000.0,3852802754.896021
VICR,2020,,,161742000.0,
VICR,2021,,,182418000.0,
VICR,2022,625738765.6844482,,190611000.0,
VICR,2023,,,242219000.0,
VICR,2024,,,277273000.0,
FORM,2020,3280002986.7347994,40617000.0,187225000.0,3133394986.7347994
FORM,2021,3358652485.195502,40412000.0,151010000.0,3248054485.195502
FORM,2022,1796659078.445758,29823000.0,109130000.0,1717352078.445758
FORM,2023,3044055431.207346,27703000.0,177812000.0,2893946431.207346
FORM,2024,3375562799.3305235,25522000.0,190728000.0,3210356799.3305235
RNG,2020,,,639853000.0,
RNG,2021,,,267162000.0,
RNG,2022,,,269984000.0,
RNG,2023,,3163893000.0,222195000.0,
RNG,2024,,2873363000.0,242811000.0,
APPN,2020,,,112462000.0,
APPN,2021,,,100796000.0,
APPN,2022,,115379000.0,148132000.0,
APPN,2023,,255600000.0,149351000.0,
APPN,2024,2736890002.822876,381047000.0,118552000.0,2999385002.822876
DV,2020,,,,
DV,2021,4564751489.056587,22000000.0,221591000.0,4365160489.056587
DV,2022,3922190375.712804,,267813000.0,
DV,2023,5933689887.240982,,310131000.0,
DV,2024,3407938903.4264083,,292820000.0,
QBTS,2020,,,,
QBTS,2021,,,,
QBTS,2022,153968973.23373386,20044000.0,,
QBTS,2023,124641038.52990007,95018000.0,,
QBTS,2024,,,,
CORZ,2020,,,,
CORZ,2021,,,970876.0,
CORZ,2022,,,15884000.0,
CORZ,2023,,,50409000.0,
CORZ,2024,5261623067.611933,,836197000.0,
MQ,2020,,,,
MQ,2021,,,1247581000.0,
MQ,2022,,,1183846000.0,
MQ,2023,,,980972000.0,
MQ,2024,,,923016000.0,
TDC,2020,2476751310.984293,865000000.0,529000000.0,2812751310.984293
TDC,2021,4637365689.958845,735000000.0,592000000.0,4780365689.958845
TDC,2022,3509904609.616597,822000000.0,569000000.0,3762904609.616597
TDC,2023,4401929718.875885,978000000.0,486000000.0,4893929718.875885
TDC,2024,3102523251.104356,935000000.0,420000000.0,3617523251.104356
PI,2020,957590497.8814808,105432000.0,23636000.0,1039386497.8814808
PI,2021,2010929649.876186,333217000.0,123903000.0,2220243649.876186
PI,2022,2892826199.1364617,558905000.0,19597000.0,3432134199.1364617
PI,2023,2303960933.306885,562099000.0,94793000.0,2771266933.306885
PI,2024,4398765037.258148,281855000.0,46053000.0,4634567037.258148
SYNA,2020,2803694315.2615204,100000000.0,763400000.0,2140294315.2615204
SYNA,2021,9722981485.83729,494400000.0,836300000.0,9381081485.83729
SYNA,2022,3680178484.585022,1370100000.0,824000000.0,4226278484.585022
SYNA,2023,4335603929.868643,1947700000.0,924700000.0,5358603929.868643
SYNA,2024,3081357577.666406,1938900000.0,876900000.0,4143357577.6664066
AMBA,2020,2972471969.801754,,231403000.0,
AMBA,2021,6938954252.866768,,241274000.0,
AMBA,2022,2921642241.2037454,,171043000.0,
AMBA,2023,2328013008.761176,,113541000.0,
AMBA,2024,2875983925.562804,,144914000.0,
BB,2020,4217651922.6913886,,377000000.0,
BB,2021,5098120479.112542,,214000000.0,
BB,2022,2348980187.7248893,,378000000.0,
BB,2023,2279991468.6910977,,295000000.0,
BB,2024,1822975279.005473,,175000000.0,
TTMI,2020,1430969375.670297,2318790000.0,451565000.0,3298194375.6702967
TTMI,2021,1502114207.6501164,1770671000.0,537678000.0,2735107207.6501164
TTMI,2022,,,,
TTMI,2023,1576952306.1585188,1807225000.0,402749000.0,2981428306.158519
TTMI,2024,2567919599.143338,3622438000.0,503932000.0,5686425599.143338
AGYS,2020,930490255.4311304,,46653000.0,
AGYS,2021,1052484121.2437152,,99180000.0,
AGYS,2022,1730243681.219606,,96971000.0,
AGYS,2023,2123978031.2111664,,112842000.0,
AGYS,2024,3545943383.3657227,,144891000.0,
EVCM,2020,,,,
EVCM,2021,1931677030.071018,1226222000.0,93993000.0,3063906030.071018
EVCM,2022,1266965365.201348,1066130000.0,92625000.0,2240470365.2013483
EVCM,2023,1947906768.385705,1057642000.0,92609000.0,2912939768.385705
EVCM,2024,,,,
CXM,2020,,,,
CXM,2021,,,,
CXM,2022,398848090.31021166,78848000.0,321426000.0,156270090.31021166
CXM,2023,,,188387000.0,
CXM,2024,,,164024000.0,
NATL,2020,,,,
NATL,2021,,,,
NATL,2022,,,,
NATL,2023,1642753005.4092407,,339000000.0,
NATL,2024,2408890013.694763,5950000000.0,419000000.0,7939890013.694763
FIVN,2020,10654579288.292488,,220372000.0,
FIVN,2021,9164187141.526134,,90878000.0,
FIVN,2022,4719257283.079321,,180520000.0,
FIVN,2023,5797736236.379206,,143201000.0,
FIVN,2024,3140263151.2962704,,362546000.0,
RAMP,2020,,,717811000.0,
RAMP,2021,,,572787000.0,
RAMP,2022,,,600162000.0,
RAMP,2023,,,464448000.0,
RAMP,2024,,,336867000.0,
DIOD,2020,3293350677.656261,,268065000.0,
DIOD,2021,4769573490.117476,,363599000.0,
DIOD,2022,3746117660.367378,,336732000.0,
DIOD,2023,3467383660.638748,,315457000.0,
DIOD,2024,2908229066.7756376,,308671000.0,
CSGS,2020,1335564270.53833,683663000.0,188699000.0,1830528270.53833
CSGS,2021,1702950311.7370603,474373000.0,205635000.0,1971688311.7370605
CSGS,2022,1730556287.8606887,512688000.0,150365000.0,2092879287.8606887
CSGS,2023,1556733297.5292206,910466000.0,186264000.0,2280935297.5292206
CSGS,2024,1537649642.3692703,1065994000.0,161789000.0,2441854642.3692703
KLIC,2020,1915341542.00236,,188127000.0,
KLIC,2021,3484735816.0727363,,362788000.0,
KLIC,2022,2665307744.448253,,555537000.0,
KLIC,2023,2985042132.7882767,,529402000.0,
KLIC,2024,2670079683.814621,,227147000.0,
AVDX,2020,,,,
AVDX,2021,2090490413.0391088,218326000.0,562817000.0,1745999413.0391088
AVDX,2022,1804962274.0095315,195792000.0,350563000.0,1650191274.0095315
AVDX,2023,2357755814.8603926,145672000.0,406974000.0,2096453814.8603926
AVDX,2024,2236405206.2989693,74060000.0,355637000.0,1954828206.2989693
DBD,2020,,,,
DBD,2021,,,,
DBD,2022,,,,
DBD,2023,1630348377.128163,,550200000.0,
DBD,2024,1724502440.4958236,,296200000.0,
NN,2020,,,,
NN,2021,417177237.4792175,,,
NN,2022,292702907.1652804,,,
NN,2023,453046810.3082488,48447000.0,,
NN,2024,,,,
CNXN,2020,1148114446.6086795,,95655000.0,
CNXN,2021,1136857411.7524283,,108310000.0,
CNXN,2022,1295430619.2844934,,122930000.0,
CNXN,2023,1724516669.6033478,,144954000.0,
CNXN,2024,1898998187.030792,,178318000.0,
EXTR,2020,784639074.4429202,564324000.0,,
EXTR,2021,1754700902.3402305,710450000.0,,
EXTR,2022,2460850233.854566,586435000.0,,
EXTR,2023,2236102041.2888527,458161000.0,234826000.0,2459437041.2888527
EXTR,2024,2281886712.422085,365856000.0,156699000.0,2491043712.422085
PLUS,2020,583506189.2585754,,86231000.0,
PLUS,2021,722211304.8787798,,129562000.0,
PLUS,2022,1212236375.2212524,,155378000.0,
PLUS,2023,1994529934.2876437,,103093000.0,
PLUS,2024,2082286653.6064148,,253021000.0,
RUN,2020,9994922042.729515,,,
RUN,2021,7696630894.910812,,,
RUN,2022,5949845693.969727,,,
RUN,2023,3634450822.067451,,,
RUN,2024,2280790473.3424664,,,
VSH,2020,,894033000.0,619874000.0,
VSH,2021,,850552000.0,774108000.0,
VSH,2022,,956603000.0,610825000.0,
VSH,2023,,1319125000.0,972719000.0,
VSH,2024,,1723207000.0,590286000.0,
ACLS,2020,953081983.844212,,203479000.0,
ACLS,2021,2221680281.671524,,294923000.0,
ACLS,2022,2664695477.878025,,185595000.0,
ACLS,2023,4257436542.537689,,167297000.0,
ACLS,2024,2397092500.0,,123512000.0,
RPD,2020,4103183542.79452,,173617000.0,
RPD,2021,6497126283.4597645,,164582000.0,
RPD,2022,1981816597.5262933,,207287000.0,
RPD,2023,3501171233.35334,,213629000.0,
RPD,2024,2566324972.472589,,334686000.0,
SPNS,2020,,,,
SPNS,2021,,,,
SPNS,2022,,,,
SPNS,2023,,,,
SPNS,2024,,,,
VNET,2020,,,,
VNET,2021,,,,
VNET,2022,,,,
VNET,2023,,,,
VNET,2024,,,,
NTCT,2020,1968711488.7264009,1000000000.0,338489000.0,2630222488.726401
NTCT,2021,2339105338.126131,800000000.0,467176000.0,2671929338.126131
NTCT,2022,2520627519.949049,700000000.0,636161000.0,2584466519.949049
NTCT,2023,1587127606.050806,450000000.0,386794000.0,1650333606.050806
NTCT,2024,1581596716.678938,200000000.0,389674000.0,1391922716.678938
JAMF,2020,3511515034.050528,201319000.0,,
JAMF,2021,4107659458.695025,,,
JAMF,2022,2645338667.9101963,,224338000.0,
JAMF,2023,2230715697.237131,,243576000.0,
JAMF,2024,1921385312.2260172,,224680000.0,
PD,2020,2142869037.283716,,124024000.0,
PD,2021,2765615902.550919,,339166000.0,
PD,2022,2142724917.190476,,349785000.0,
PD,2023,2038936176.35849,,274019000.0,
PD,2024,1818238126.118125,,363011000.0,
ENFN,2020,,,,
ENFN,2021,,96063000.0,64365000.0,
ENFN,2022,,,62545000.0,
ENFN,2023,,,35604000.0,
ENFN,2024,,,54480000.0,
SIMO,2020,,,,
SIMO,2021,,,,
SIMO,2022,,,,
SIMO,2023,,,,
SIMO,2024,,,,
IBTA,2020,,,,
IBTA,2021,,,,
IBTA,2022,,,,
IBTA,2023,,,,
IBTA,2024,321154214.4273506,64448000.0,349282000.0,36320214.42735058
FORTY,2020,,,,
FORTY,2021,,,,
FORTY,2022,,,,
FORTY,2023,,,,
FORTY,2024,,,,
SEMR,2020,,,,
SEMR,2021,947988371.8208586,,269665000.0,
SEMR,2022,,,79765000.0,
SEMR,2023,,,58848000.0,
SEMR,2024,,,48875000.0,
ADEA,2020,605322657.5262206,1130340000.0,170188000.0,1565474657.5262206
ADEA,2021,811983603.178433,1525053000.0,201121000.0,2135915603.178433
ADEA,2022,999119125.013465,1348972000.0,114555000.0,2233536125.013465
ADEA,2023,1138423737.5590086,1139130000.0,54560000.0,2222993737.5590086
ADEA,2024,1468357406.9114685,973985000.0,78825000.0,2363517406.9114685
ACMR,2020,,17979000.0,71766000.0,
ACMR,2021,,40936000.0,563067000.0,
ACMR,2022,,41644000.0,247951000.0,
ACMR,2023,,72639000.0,182090000.0,
ACMR,2024,,159477000.0,407445000.0,
BHE,2020,866941607.6542082,,390808000.0,
BHE,2021,843812047.0063345,,271749000.0,
BHE,2022,925744373.696736,,207430000.0,
BHE,2023,928535646.097374,,277391000.0,
BHE,2024,1686599840.3495789,,315152000.0,
MLNK,2020,,,,
MLNK,2021,1692545912.302124,942248000.0,113645000.0,2521148912.302124
MLNK,2022,1111620425.3523235,848775000.0,55780000.0,1904615425.3523235
MLNK,2023,1848451960.254855,843408000.0,80441000.0,2611418960.254855
MLNK,2024,,,,
KN,2020,1634786286.9536638,156800000.0,147800000.0,1643786286.9536638
KN,2021,2039150769.7998967,70000000.0,68900000.0,2040250769.7998967
KN,2022,1493803167.9684992,115000000.0,48200000.0,1560603167.9684992
KN,2023,1549562816.1810136,269100000.0,87300000.0,1731362816.1810136
KN,2024,1743517558.5064716,358100000.0,130100000.0,1971517558.5064716
NABL,2020,,,,
NABL,2021,1032859427.4242458,335379000.0,66736000.0,1301502427.4242458
NABL,2022,1934971079.053648,668867000.0,98847000.0,2504991079.053648
NABL,2023,2293824437.0391216,664997000.0,153048000.0,2805773437.0391216
NABL,2024,1854487476.5202017,661115000.0,85196000.0,2430406476.5202017
TUYA,2020,,,,
TUYA,2021,,,,
TUYA,2022,,,,
TUYA,2023,,,,
TUYA,2024,,,,
UPBD,2020,,,159449000.0,
UPBD,2021,,,108333000.0,
UPBD,2022,,,144141000.0,
UPBD,2023,,,93705000.0,
UPBD,2024,,,60860000.0,
HIMX,2020,,,,
HIMX,2021,,,,
HIMX,2022,,,,
HIMX,2023,,,,
HIMX,2024,,,,
DFIN,2020,599512494.972774,526500000.0,73600000.0,1052412494.972774
DFIN,2021,1509398423.0313983,354500000.0,54500000.0,1809398423.0313983
DFIN,2022,1159151190.4761903,293200000.0,34200000.0,1418151190.4761903
DFIN,2023,1773639995.5749512,293700000.0,23100000.0,2044239995.5749512
DFIN,2024,1771512187.652588,249200000.0,57300000.0,1963412187.652588
ATEN,2020,647580682.6201167,,83281000.0,
ATEN,2021,1140233046.8182564,,78925000.0,
ATEN,2022,1292714922.1163476,,,
ATEN,2023,,,,
ATEN,2024,1366309983.597469,,,
TASK,2020,,,,
TASK,2021,,386008000.0,63584000.0,
TASK,2022,,451465000.0,133992000.0,
TASK,2023,,520391000.0,125776000.0,
TASK,2024,,497523000.0,192166000.0,
GDYN,2020,417077306.9749994,,112745000.0,
GDYN,2021,2252253670.7856827,,144364000.0,
GDYN,2022,797531134.7463101,,256729000.0,
GDYN,2023,990965153.0659182,,257227000.0,
GDYN,2024,1583718444.884484,,334655000.0,
PLAB,2020,740306704.2474747,96867000.0,278665000.0,558508704.2474747
PLAB,2021,1039106057.0146016,144426000.0,276670000.0,906862057.0146017
PLAB,2022,1059691375.6252472,121756000.0,319680000.0,861767375.6252472
PLAB,2023,1626385311.8488789,,499292000.0,
PLAB,2024,1549026675.2731323,,598485000.0,
VYX,2020,2691748628.2348638,6547000000.0,338000000.0,8900748628.234863
VYX,2021,3214989998.572213,8775000000.0,447000000.0,11542989998.572212
VYX,2022,1928342338.816325,11066000000.0,505000000.0,12489342338.816324
VYX,2023,2250552297.859192,8115000000.0,262000000.0,10103552297.859192
VYX,2024,2048558854.6156883,3661000000.0,724000000.0,4985558854.615688
CTS,2020,1054617789.3771024,,91773000.0,
CTS,2021,1138930562.2610576,,141465000.0,
CTS,2022,1262535377.789577,,156910000.0,
CTS,2023,1309661694.1513236,,163876000.0,
CTS,2024,1684979209.2256362,,94334000.0,
AMPL,2020,,,,
AMPL,2021,,,307445000.0,
AMPL,2022,,,218494000.0,
AMPL,2023,,,248491000.0,
AMPL,2024,,,171678000.0,
VECO,2020,884913726.3148822,621183000.0,129625000.0,1376471726.3148823
VECO,2021,1330324745.1247947,550553000.0,119747000.0,1761130745.1247947
VECO,2022,972804344.1769468,483929000.0,154925000.0,1301808344.1769466
VECO,2023,1619098808.358353,758870000.0,158781000.0,2219187808.3583527
VECO,2024,1583528436.755128,524643000.0,145595000.0,1962576436.755128
VSAT,2020,2068587707.9450505,,304309000.0,
VSAT,2021,2950110204.1195054,,295949000.0,
VSAT,2022,2229701520.963651,,310459000.0,
VSAT,2023,1907348523.3042436,,1348854000.0,
VSAT,2024,927023768.068104,,1901033000.0,
SPT,2020,,,114515000.0,
SPT,2021,,,107114000.0,
SPT,2022,,,79917000.0,
SPT,2023,,,49760000.0,
SPT,2024,,,86437000.0,
EXOD,2020,,,,
EXOD,2021,,,,
EXOD,2022,,,,
EXOD,2023,,,,
EXOD,2024,,,37883000.0,
INOD,2020,136429250.7049356,10816000.0,17573000.0,129672250.70493561
INOD,2021,162470307.81146458,12499000.0,18902000.0,156067307.81146458
INOD,2022,81722076.62414369,11296000.0,9792000.0,83226076.62414369
INOD,2023,232185252.4995804,,13806000.0,
INOD,2024,1227678480.1085472,,46883000.0,
DAVE,2020,,,,
DAVE,2021,,,,
DAVE,2022,,110000000.0,22889000.0,
DAVE,2023,,150000000.0,41759000.0,
DAVE,2024,,150000000.0,49718000.0,
FLYW,2020,,,,
FLYW,2021,2255412522.4386315,50291000.0,385360000.0,1920343522.4386315
FLYW,2022,2288386881.049744,25939000.0,349177000.0,1965148881.0497441
FLYW,2023,2645581096.7873507,,654608000.0,
FLYW,2024,2533460799.1062584,,495242000.0,
HLIT,2020,669983220.0806141,,98645000.0,
HLIT,2021,1112670876.339413,,133431000.0,
HLIT,2022,1440352355.9122994,,89586000.0,
HLIT,2023,1257982352.2349834,,84269000.0,
HLIT,2024,1509014635.973883,112084000.0,101457000.0,1519641635.973883
VRNT,2020,2020928044.515928,2846162000.0,663843000.0,4203247044.5159283
VRNT,2021,,,,
VRNT,2022,2427499982.2053456,809735000.0,358805000.0,2878429982.2053456
VRNT,2023,1773643749.2883203,815862000.0,282099000.0,2307406749.2883205
VRNT,2024,1812824871.3114736,819873000.0,241400000.0,2391297871.311474
CRCT,2020,,,,
CRCT,2021,4018844711.993032,,241597000.0,
CRCT,2022,1616108059.8419926,,224943000.0,
CRCT,2023,1360547294.8329902,,142187000.0,
CRCT,2024,1245711395.4690163,,232140000.0,
OLO,2020,,,,
OLO,2021,,,514445000.0,
OLO,2022,,,350073000.0,
OLO,2023,,,278218000.0,
OLO,2024,,,286757000.0,
ROG,2020,2837850064.3310547,148000000.0,191785000.0,2794065064.3310547
ROG,2021,5081732045.74585,215000000.0,232296000.0,5064436045.74585
ROG,2022,2191006030.2051363,405000000.0,235850000.0,2360156030.2051363
ROG,2023,2454502485.809326,245000000.0,131700000.0,2567802485.809326
ROG,2024,1938419359.340668,30000000.0,159800000.0,1808619359.340668
DGII,2020,,58980000.0,54129000.0,
DGII,2021,,104779000.0,152432000.0,
DGII,2022,,268247000.0,34900000.0,
DGII,2023,,410499000.0,31693000.0,
DGII,2024,,311236000.0,27510000.0,
ML,2020,,,950537.0,
ML,2021,,,,
ML,2022,,,115864000.0,
ML,2023,,,92195000.0,
ML,2024,,,139976000.0,
YALA,2020,,,,
YALA,2021,,,,
YALA,2022,,,,
YALA,2023,,,,
YALA,2024,,,,
DQ,2020,,,,
DQ,2021,,,,
DQ,2022,,,,
DQ,2023,,,,
DQ,2024,,,,
SONO,2020,2529577108.827012,58091000.0,407100000.0,2180568108.827012
SONO,2021,3599513674.721629,24918000.0,640101000.0,2984330674.721629
SONO,2022,2206004665.731988,,274855000.0,
SONO,2023,2103643947.6444068,,220231000.0,
SONO,2024,1798257106.409032,,169732000.0,
QUBT,2020,155473266.55477965,,15196322.0,
QUBT,2021,116394732.05381414,,16738657.0,
QUBT,2022,75473198.07453409,,5308466.0,
QUBT,2023,58955951.90542591,7858280.0,2059285.0,64754946.90542591
QUBT,2024,1273670265.410006,,78945000.0,
PENG,2020,413361218.32084656,378023000.0,150811000.0,640573218.3208466
PENG,2021,764318052.6639848,536057000.0,222986000.0,1077389052.6639848
